SN,Tray_SN,POD_Rack_Slot,FOX_Routing,Error_Code,GPU,Nvlink,Lane,NVL0_SN,NVL1_SN,PN,Diag,StartTestTime,EndTestTime,log_file_name
1651326063791,P3952-R1000000006129,FXHC-POD3-R03-T6R,FLASHROM,0,,,,,,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326020709,20260326025447,FXHC_NA_900-2G548-A881-000_1651326063791_F_FLA_20260326T020718Z.log
1651326064006,P3952-R1000000005940,FXHC-POD3-R17-T8R,FUNCTIONAL_TEST,E028163006_082-000-1-020000610139,,,,1820126953887,1662125111326,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326012017,20260326020856,FXHC_NA_900-2G548-A881-000_1651326064006_F_FCT_20260326T012026Z.log
1651326064365,P3952-R1000000000532,FXHC-POD3-R11-T2R,FLASHROM,0,,,,,,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326014442,20260326021636,FXHC_NA_900-2G548-A881-000_1651326064365_F_FLA_20260326T014450Z.log
1651326064365,P3952-R1000000000532,FXHC-POD3-R11-T2R,FLASHROM,0,,,,,,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326021744,20260326024356,FXHC_NA_900-2G548-A881-000_1651326064365_F_FLA_20260326T021752Z.log
1651326064881,P3952-L1000000006750,FXHC-POD2-R31-T6L,FLASHROM,0,,,,,,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326022044,20260326024822,FXHC_NA_900-2G548-A881-000_1651326064881_F_FLA_20260326T022053Z.log
1651326065829,P3952-L1000000007769,FXHC-POD3-R27-T8L,FUNCTIONAL_TEST,E028163006_082-000-1-000000000140,,,,1823525956803,1662925110628,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326020824,20260326025512,FXHC_NA_900-2G548-A881-000_1651326065829_F_FCT_20260326T020832Z.log
1652725040047,P3952-R1000000007070,FXHC-POD2-R37-T4R,FUNCTIONAL_TEST,E028163006_077-075-3-000000000014,,,,1824225951411,1943325110338,900-2G548-A881-0R0,618-2G548-0301-CMF-51683,20260326011909,20260326023134,FXHC_NA_900-2G548-A881-0R0_1652725040047_F_FCT_20260326T011918Z.log
1652825060527,P3952-R1000000007701,FXHC-POD2-R38-T9R,FLASHROM,0,,,,,,900-2G548-A881-0R0,618-2G548-0301-CMF-51683,20260326015709,20260326022119,FXHC_NA_900-2G548-A881-0R0_1652825060527_F_FLA_20260326T015718Z.log
1651126050969,P3952-L1000000006595,FXHC-POD3-R12-T9L,FLASHROM,0,,,,,,900-2G548-0001-000,618-2G548-1201-CMF-51846,20260326025526,20260326032007,FXHC_NA_900-2G548-0001-000_1651126050969_F_FLA_20260326T025535Z.log
1651126054407,P3952-R1000000007650,FXHC-POD3-R38-T5R,NVLINK,E098001036_899,,,,,,900-2G548-0001-000,618-2G548-1201-CMF-51846,20260326011336,20260326034128,FXHC_NA_900-2G548-0001-000_1651126054407_F_NVL_20260326T011341Z.log
1651226064035,P3952-R1000000007155,FXHC-POD2-R17-T7R,FLASHROM,0,,,,,,900-2G548-0001-000,618-2G548-1201-CMF-51846,20260326023805,20260326030209,FXHC_NA_900-2G548-0001-000_1651226064035_F_FLA_20260326T023814Z.log
1651226065107,P3952-R1000000000726,FXHC-POD4-R28-T8R,NVLINK,E098011006_009-001-1-000000000140,,,,1820126953291,1820126953232,900-2G548-0001-000,618-2G548-1201-CMF-51846,20260326025013,20260326031825,FXHC_NA_900-2G548-0001-000_1651226065107_F_NVL_20260326T025018Z.log
1651226065219,P3952-R1000000007290,FXHC-POD3-R12-T5R,IOT,E033027036_641,,,,,,900-2G548-0001-000,618-2G548-1201-CMF-51846,20260326032139,20260326032935,FXHC_NA_900-2G548-0001-000_1651226065219_F_IOT_20260326T032148Z.log
1651226065219,P3952-R1000000007290,FXHC-POD3-R12-T5R,IOT,E033027036_641,,,,,,900-2G548-0001-000,618-2G548-1201-CMF-51846,20260326033136,20260326034426,FXHC_NA_900-2G548-0001-000_1651226065219_F_IOT_20260326T033145Z.log
1651226065349,P3952-L1000000005859,FXHC-POD3-R29-T2L,FUNCTIONAL_TEST,E028163006_082-000-1-000000000140,,,,1823525955710,1662125111374,900-2G548-0001-000,618-2G548-1201-CMF-51846,20260326022711,20260326030337,FXHC_NA_900-2G548-0001-000_1651226065349_F_FCT_20260326T022719Z.log
1651226065395,P3952-L1000000005204,FXHC-POD2-R06-T5L,FC2,9843J5_559,,,,1824425951319,1333925080937,900-2G548-0001-000,618-2G548-1201-CMF-51846,20260326005859,20260326031237,FXHC_NA_900-2G548-0001-000_1651226065395_F_FC2_20260326T005908Z.log
1651226065593,P3952-L1000000007290,FXHC-POD3-R12-T5L,FLASHROM,0,,,,,,900-2G548-0001-000,618-2G548-1201-CMF-51846,20260326032142,20260326034529,FXHC_NA_900-2G548-0001-000_1651226065593_F_FLA_20260326T032150Z.log
1651226065681,P3952-R1000000005204,FXHC-POD2-R06-T5R,FC2,9843J5_559,,,,,,900-2G548-0001-000,618-2G548-1201-CMF-51846,20260326011927,20260326034124,FXHC_NA_900-2G548-0001-000_1651226065681_F_FC2_20260326T011936Z.log
1650125016502,P3952-L1000000007731,FXHC-POD3-R44-T1L,FUNCTIONAL_TEST,E028163006_000-001-1-0-008-00-546-284,,,,SBCQTN251990436,1662925110120,900-2G548-0001-0R0,618-2G548-1201-CMF-51846,20260326021548,20260326030249,FXHC_NA_900-2G548-0001-0R0_1650125016502_F_FCT_20260326T021553Z.log
1650125017335,P3952-L1000000000672,FXHC-POD2-R32-T3L,FLASHROM,0,,,,,,900-2G548-0001-0R0,618-2G548-1201-CMF-51846,20260326024650,20260326031057,FXHC_NA_900-2G548-0001-0R0_1650125017335_F_FLA_20260326T024658Z.log
1650125020561,P3952-L1000000005808,FXHC-POD2-R04-T5L,IOT,E033027006_585,,,,1824425951668,1662525110472,900-2G548-0001-0R0,618-2G548-1201-CMF-51846,20260326025827,20260326032758,FXHC_NA_900-2G548-0001-0R0_1650125020561_F_IOT_20260326T025835Z.log
1650125046391,P3952-R1000000000672,FXHC-POD2-R32-T3R,IOT,E033030006_051-000-0-000000000001,,,,,,900-2G548-0001-0R0,618-2G548-1201-CMF-51846,20260326022152,20260326031940,FXHC_NA_900-2G548-0001-0R0_1650125046391_F_IOT_20260326T022201Z.log
1650225085058,P3952-L1000000007059,FXHC-POD2-R06-T7L,IOT,E033027006_585,,,,1824425951231,1943325110922,900-2G548-0001-0R0,618-2G548-1201-CMF-51846,20260326030534,20260326033556,FXHC_NA_900-2G548-0001-0R0_1650225085058_F_IOT_20260326T030543Z.log
1650225085724,P3952-L1000000006396,FXHC-POD2-R36-T4L,IOT,E033030006_000-000-1-000000140002,,,,1824825952461,1824825952993,900-2G548-0001-0R0,618-2G548-1201-CMF-51846,20260326022042,20260326031618,FXHC_NA_900-2G548-0001-0R0_1650225085724_F_IOT_20260326T022051Z.log
1650225112954,P3952-R1000000006023,FXHC-POD2-R11-T7R,FLASHROM,0,,,,,,900-2G548-0001-0R0,618-2G548-1201-CMF-51846,20260326023632,20260326031055,FXHC_NA_900-2G548-0001-0R0_1650225112954_F_FLA_20260326T023640Z.log
1650325016927,P3952-L1000000005317,FXHC-POD2-R05-T6L,IOT,E033027006_585,,,,1824425951500,1334025090765,900-2G548-0001-0R0,618-2G548-1201-CMF-51846,20260326025828,20260326034323,FXHC_NA_900-2G548-0001-0R0_1650325016927_F_IOT_20260326T025836Z.log
1650325017151,P3952-R1000000005019,FXHC-POD2-R35-T8R,IOT,E033027006_585,,,,1823525954794,1333725330150,900-2G548-0001-0R0,618-2G548-1201-CMF-51846,20260326032147,20260326035059,FXHC_NA_900-2G548-0001-0R0_1650325017151_F_IOT_20260326T032156Z.log
1650325071814,P3952-L1000000000495,FXHC-POD2-R01-T7L,AST,E023002037_615,,,,,,900-2G548-0001-0R0,618-2G548-1201-CMF-51846,20260326033210,20260326033819,FXHC_NA_900-2G548-0001-0R0_1650325071814_F_AST_20260326T033219Z.log
1650325071814,P3952-L1000000000495,FXHC-POD2-R01-T7L,AST,E023002037_615,,,,,,900-2G548-0001-0R0,618-2G548-1201-CMF-51846,20260326033919,20260326034528,FXHC_NA_900-2G548-0001-0R0_1650325071814_F_AST_20260326T033928Z.log
1650425034898,P3952-R1000000006010,FXHC-POD2-R37-T9R,FUNCTIONAL_TEST,E028163006_082-000-1-020000254140,,,,1824825955121,1824825952669,900-2G548-0001-0R0,618-2G548-1201-CMF-51846,20260326031215,20260326035103,FXHC_NA_900-2G548-0001-0R0_1650425034898_F_FCT_20260326T031223Z.log
1650425127760,P3952-L1000000007752,FXHC-POD2-R12-T5L,AST,E023002037_636,,,,,,900-2G548-0001-0R0,618-2G548-1201-CMF-51846,20260326025613,20260326030352,FXHC_NA_900-2G548-0001-0R0_1650425127760_F_AST_20260326T025622Z.log
1650625013846,P3952-L1000000007855,FXHC-POD2-R14-T4L,FLASHROM,0,,,,,,900-2G548-0001-0R0,618-2G548-1201-CMF-51846,20260326022804,20260326030233,FXHC_NA_900-2G548-0001-0R0_1650625013846_F_FLA_20260326T022813Z.log
1650625021592,P3952-R1000000005181,FXHC-POD3-R13-T5R,IOT,E033027006_585,,,,1820126954362,1662025110123,900-2G548-0001-0R0,618-2G548-1201-CMF-51846,20260326032144,20260326035204,FXHC_NA_900-2G548-0001-0R0_1650625021592_F_IOT_20260326T032153Z.log
1650825002077,P3952-R1000000007305,FXHC-POD3-R11-T1R,AST,E023002037_615,,,,,,900-2G548-0001-0R0,618-2G548-1201-CMF-51846,20260326032209,20260326032814,FXHC_NA_900-2G548-0001-0R0_1650825002077_F_AST_20260326T032218Z.log
1650825002077,P3952-R1000000007305,FXHC-POD3-R11-T1R,AST,E023002037_615,,,,,,900-2G548-0001-0R0,618-2G548-1201-CMF-51846,20260326032957,20260326033601,FXHC_NA_900-2G548-0001-0R0_1650825002077_F_AST_20260326T033005Z.log
1650825072222,P3952-L1000000000125,FXHC-POD2-R01-T6L,IOT,E033027006_698,,,,,,900-2G548-0001-0R0,618-2G548-1201-CMF-51846,20260326033100,20260326034445,FXHC_NA_900-2G548-0001-0R0_1650825072222_F_IOT_20260326T033108Z.log
1650825075844,P3952-L1000000006300,FXHC-POD2-R11-T3L,IOT,E033030006_000-000-1-000000140002,,,,1820126954263,1820126952868,900-2G548-0001-0R0,618-2G548-1201-CMF-51846,20260326023031,20260326032854,FXHC_NA_900-2G548-0001-0R0_1650825075844_F_IOT_20260326T023040Z.log
1650825124808,P3952-R1000000000125,FXHC-POD2-R01-T6R,FLASHROM,1,,,,,,900-2G548-0001-0R0,618-2G548-1201-CMF-51846,20260326033558,20260326034422,FXHC_NA_900-2G548-0001-0R0_1650825124808_F_FLA_20260326T033606Z.log
1650825124808,P3952-R1000000000125,FXHC-POD2-R01-T6R,FLASHROM,1,,,,,,900-2G548-0001-0R0,618-2G548-1201-CMF-51846,20260326034528,20260326035349,FXHC_NA_900-2G548-0001-0R0_1650825124808_F_FLA_20260326T034537Z.log
1650925097411,P3952-R1000000007716,FXHC-POD2-R40-T4R,IOT,E033030006_000-000-1-000000140002,,,,1823825956809,1662925110864,900-2G548-0001-0R0,618-2G548-1201-CMF-51846,20260326022631,20260326032245,FXHC_NA_900-2G548-0001-0R0_1650925097411_F_IOT_20260326T022640Z.log
1651125061226,P3952-L1000000007842,FXHC-POD2-R11-T5L,FUNCTIONAL_TEST,E028163006_576,,,,,,900-2G548-0001-0R0,618-2G548-1201-CMF-51846,20260326032853,20260326035623,FXHC_NA_900-2G548-0001-0R0_1651125061226_F_FCT_20260326T032901Z.log
1651325045043,P3952-L1000000005019,FXHC-POD2-R35-T8L,IOT,E033027006_585,,,,1824225950497,1333725330150,900-2G548-0001-0R0,618-2G548-1201-CMF-51846,20260326032155,20260326035315,FXHC_NA_900-2G548-0001-0R0_1651325045043_F_IOT_20260326T032203Z.log
1651725127770,P3952-L1000000005307,FXHC-POD3-R48-T9L,IOT,E033030006_000-000-1-000000140002,,,,1823525956613,1662025110315,900-2G548-0001-0R0,618-2G548-1201-CMF-51846,20260326022017,20260326031537,FXHC_NA_900-2G548-0001-0R0_1651725127770_F_IOT_20260326T022022Z.log
1651825023460,P3952-R1000000005004,FXHC-POD4-R26-T9R,IOT,E033030006_000-000-1-000000140002,,,,1820126952141,1333925080663,900-2G548-0001-0R0,618-2G548-1201-CMF-51846,20260326021705,20260326031225,FXHC_NA_900-2G548-0001-0R0_1651825023460_F_IOT_20260326T021710Z.log
1651825023460,P3952-R1000000005004,FXHC-POD4-R26-T9R,IOT,E033027006_585,,,,1820126952141,1333925080663,900-2G548-0001-0R0,618-2G548-1201-CMF-51846,20260326031330,20260326034349,FXHC_NA_900-2G548-0001-0R0_1651825023460_F_IOT_20260326T031335Z.log
1651925036301,P3952-L1000000007463,FXHC-POD3-R47-T2L,FLASHROM,0,,,,,,900-2G548-0001-0R0,618-2G548-1201-CMF-51846,20260326022427,20260326030218,FXHC_NA_900-2G548-0001-0R0_1651925036301_F_FLA_20260326T022431Z.log
1652325036864,P3952-R1000000007731,FXHC-POD3-R44-T1R,IOT,E033030006_000-000-1-000000140002,,,,1822625958543,1662925110120,900-2G548-0001-0R0,618-2G548-1201-CMF-51846,20260326021120,20260326030516,FXHC_NA_900-2G548-0001-0R0_1652325036864_F_IOT_20260326T021125Z.log
1655124012725,P3952-R1000000000495,FXHC-POD2-R01-T7R,AST,E023002006_509,,,,,,900-2G548-0001-0R0,618-2G548-1201-CMF-51846,20260326033120,20260326034921,FXHC_NA_900-2G548-0001-0R0_1655124012725_F_AST_20260326T033128Z.log
1655224025023,P3952-L1000000006023,FXHC-POD2-R11-T7L,FLASHROM,0,,,,,,900-2G548-0001-0R0,618-2G548-1201-CMF-51846,20260326023514,20260326025954,FXHC_NA_900-2G548-0001-0R0_1655224025023_F_FLA_20260326T023522Z.log
1655224025023,P3952-L1000000006023,FXHC-POD2-R11-T7L,FLASHROM,0,,,,,,900-2G548-0001-0R0,618-2G548-1201-CMF-51846,20260326030110,20260326034139,FXHC_NA_900-2G548-0001-0R0_1655224025023_F_FLA_20260326T030118Z.log
1650826064712,P3952-L1000000005039,FXHC-POD3-R21-T8L,FLASHROM,0,,,,,,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326030037,20260326032439,FXHC_NA_900-2G548-0081-000_1650826064712_F_FLA_20260326T030046Z.log
1650826071261,P3952-R1000000007119,FXHC-POD3-R45-T7R,IST,E108003006_568,,,,1823525955563,1333725330028,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326023852,20260326030914,FXHC_NA_900-2G548-0081-000_1650826071261_F_IST_20260326T023857Z.log
1650826071261,P3952-R1000000007119,FXHC-POD3-R45-T7R,IST,E108003006_568,,,,1823525955563,1333725330028,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326031021,20260326034234,FXHC_NA_900-2G548-0081-000_1650826071261_F_IST_20260326T031026Z.log
1650926062144,P3952-L1000000006672,FXHC-POD2-R05-T10L,FLASHROM,0,,,,,,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326032941,20260326035255,FXHC_NA_900-2G548-0081-000_1650926062144_F_FLA_20260326T032950Z.log
1651026046432,P3952-L1000000007881,FXHC-POD2-R04-T3L,AST,E023002006_841,,,,,,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326035104,20260326035613,FXHC_NA_900-2G548-0081-000_1651026046432_F_AST_20260326T035113Z.log
1651326012520,P3952-L1000000000022,FXHC-POD3-R12-T7L,FUNCTIONAL_TEST,9843J5_559,,,,,,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326031147,20260326032211,FXHC_NA_900-2G548-0081-000_1651326012520_F_FCT_20260326T031156Z.log
1651326012584,P3952-R1000000005938,FXHC-POD3-R14-T4R,NVLINK,E098011006_009-001-1-000000000140,,,,1820126954821,1333925080706,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326023342,20260326032023,FXHC_NA_900-2G548-0081-000_1651326012584_F_NVL_20260326T023350Z.log
1651326012793,P3952-L1000000006081,FXHC-POD3-R22-T5L,IOT,E033030006_051-000-0-000000000050,,,,1825125955715,1662425110060,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326023619,20260326033829,FXHC_NA_900-2G548-0081-000_1651326012793_F_IOT_20260326T023628Z.log
1651326012927,P3952-R1000000007563,FXHC-POD2-R10-T3R,FUNCTIONAL_TEST,E028163006_082-000-1-000000000140,,,,1823625958827,1662825110242,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326023912,20260326032648,FXHC_NA_900-2G548-0081-000_1651326012927_F_FCT_20260326T023920Z.log
1651326012945,P3952-L1000000006693,FXHC-POD3-R37-T9L,FLASHROM,0,,,,,,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326025615,20260326031556,FXHC_NA_900-2G548-0081-000_1651326012945_F_FLA_20260326T025621Z.log
1651326012945,P3952-L1000000006693,FXHC-POD3-R37-T9L,FLASHROM,0,,,,,,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326031702,20260326033654,FXHC_NA_900-2G548-0081-000_1651326012945_F_FLA_20260326T031707Z.log
1651326013183,P3952-R1000000005957,FXHC-POD3-R20-T10R,NVLINK,E098011006_009-001-1-000000000140,,,,1823525954443,1662125110440,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326024807,20260326033211,FXHC_NA_900-2G548-0081-000_1651326013183_F_NVL_20260326T024816Z.log
1651326013546,P3952-L1000000000565,FXHC-POD2-R15-T5L,FUNCTIONAL_TEST,E028163006_082-000-0-000000000006,,,,1824825954747,1824825953133,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326022835,20260326031558,FXHC_NA_900-2G548-0081-000_1651326013546_F_FCT_20260326T022843Z.log
1651326013777,P3952-L1000000007926,FXHC-POD4-R11-T1L,FUNCTIONAL_TEST,E028163006_082-000-1-000000000140,,,,1823325958816,1662925110066,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326030716,20260326035536,FXHC_NA_900-2G548-0081-000_1651326013777_F_FCT_20260326T030721Z.log
1651326013891,P3952-L1000000005962,FXHC-POD2-R16-T1L,FLASHROM,0,,,,,,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326025957,20260326031621,FXHC_NA_900-2G548-0081-000_1651326013891_F_FLA_20260326T030006Z.log
1651326013909,K4135-L1000000000527,FXHC-POD4-R20-T14L,NVLINK,E098011006_009-001-1-000000000140,,,,1820126959158,1940326110953,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326022505,20260326032159,FXHC_NA_900-2G548-0081-000_1651326013909_F_NVL_20260326T022527Z.log
1651326014082,P3952-R1000000006455,FXHC-POD2-R37-T3R,NVLINK,E098011006_009-001-1-000000000140,,,,1824825952437,1662025110143,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326022059,20260326031001,FXHC_NA_900-2G548-0081-000_1651326014082_F_NVL_20260326T022107Z.log
1651326014088,P3952-L1000000005863,FXHC-POD4-R33-T3L,AST,E023001006_508,,,,,,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326034850,20260326035620,FXHC_NA_900-2G548-0081-000_1651326014088_F_AST_20260326T034854Z.log
1651326014134,P3952-L1000000007179,FXHC-POD3-R37-T4L,FUNCTIONAL_TEST,E028001006_691,,,,1823325951858,1943625110685,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326014144,20260326032042,FXHC_NA_900-2G548-0081-000_1651326014134_F_FCT_20260326T014149Z.log
1651326014174,K4135-L1000000000116,FXHC-POD4-R44-T12L,NVLINK,E098011006_009-001-1-000000000140,,,,1820126958860,1940326110867,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326025129,20260326033742,FXHC_NA_900-2G548-0081-000_1651326014174_F_NVL_20260326T025151Z.log
1651326014410,K4135-R1000000000473,FXHC-POD4-R18-T13R,FUNCTIONAL_TEST,E028163006_082-000-0-000000000006,,,,1820126958718,1940326110548,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326030719,20260326035629,FXHC_NA_900-2G548-0081-000_1651326014410_F_FCT_20260326T030723Z.log
1651326014471,K4135-L1000000000372,FXHC-POD4-R13-T8L,FLASHROM,0,,,,,,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326024907,20260326031244,FXHC_NA_900-2G548-0081-000_1651326014471_F_FLA_20260326T024931Z.log
1651326014566,P3952-L1000000007883,FXHC-POD2-R35-T9L,FLASHROM,0,,,,,,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326024759,20260326030040,FXHC_NA_900-2G548-0081-000_1651326014566_F_FLA_20260326T024807Z.log
1651326014581,P3952-R1000000005962,FXHC-POD2-R16-T1R,FLASHROM,0,,,,,,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326025959,20260326031534,FXHC_NA_900-2G548-0081-000_1651326014581_F_FLA_20260326T030007Z.log
1651326014610,K4135-L1000000000444,FXHC-POD4-R20-T5L,FLASHROM,0,,,,,,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326023813,20260326030918,FXHC_NA_900-2G548-0081-000_1651326014610_F_FLA_20260326T023836Z.log
1651326014610,K4135-L1000000000444,FXHC-POD4-R20-T5L,FLASHROM,0,,,,,,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326031052,20260326033807,FXHC_NA_900-2G548-0081-000_1651326014610_F_FLA_20260326T031115Z.log
1651326014622,K4135-R1000000000014,FXHC-POD4-R14-T5R,FUNCTIONAL_TEST,E028163006_082-000-1-020000624139,,,,1820126958927,1944325110244,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326030625,20260326035603,FXHC_NA_900-2G548-0081-000_1651326014622_F_FCT_20260326T030629Z.log
1651326014664,P3952-L1000000006384,FXHC-POD3-R50-T7L,FUNCTIONAL_TEST,E028001006_654,,,,,,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326013048,20260326035900,FXHC_NA_900-2G548-0081-000_1651326014664_F_FCT_20260326T013053Z.log
1651326014830,K4135-R1000000000328,FXHC-POD4-R43-T14R,IST,E108003006_023-000-0-000000000124,,,,1820226950149,1940326110799,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326011545,20260326032336,FXHC_NA_900-2G548-0081-000_1651326014830_F_IST_20260326T011608Z.log
1651326014903,K4135-R1000000000320,FXHC-POD4-R16-T9R,FUNCTIONAL_TEST,E028001006_585,,,,1820126950220,1940326110685,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326021617,20260326030723,FXHC_NA_900-2G548-0081-000_1651326014903_F_FCT_20260326T021621Z.log
1651326015255,P3952-R1000000000382,FXHC-POD2-R39-T4R,FUNCTIONAL_TEST,9843J5_559,,,,1823425952679,1823325951970,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326023042,20260326034304,FXHC_NA_900-2G548-0081-000_1651326015255_F_FCT_20260326T023051Z.log
1651326021114,P3952-L1000000005152,FXHC-POD2-R35-T2L,FLASHROM,0,,,,,,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326024440,20260326032046,FXHC_NA_900-2G548-0081-000_1651326021114_F_FLA_20260326T024448Z.log
1651326021169,P3952-R1000000007854,FXHC-POD2-R05-T9R,NVLINK,E098011006_009-001-1-000000000140,,,,1824425951599,1943325110724,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326022915,20260326032330,FXHC_NA_900-2G548-0081-000_1651326021169_F_NVL_20260326T022923Z.log
1651326021189,P3952-R1000000005256,FXHC-POD2-R37-T1R,NVLINK,E098011006_009-001-1-000000000140,,,,1824825954761,1333925081076,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326030543,20260326035309,FXHC_NA_900-2G548-0081-000_1651326021189_F_NVL_20260326T030552Z.log
1651326021918,P3952-R1000000006144,FXHC-POD2-R14-T3R,FLASHROM,0,,,,,,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326024806,20260326031743,FXHC_NA_900-2G548-0081-000_1651326021918_F_FLA_20260326T024815Z.log
1651326021987,K4135-R1000000000048,FXHC-POD4-R15-T13R,FUNCTIONAL_TEST,E028001037_761,,,,,,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326030847,20260326033045,FXHC_NA_900-2G548-0081-000_1651326021987_F_FCT_20260326T030909Z.log
1651326021987,K4135-R1000000000048,FXHC-POD4-R15-T13R,FUNCTIONAL_TEST,E028001037_761,,,,,,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326033232,20260326034802,FXHC_NA_900-2G548-0081-000_1651326021987_F_FCT_20260326T033255Z.log
1651326022020,K4135-R1000000000493,FXHC-POD4-R18-T9R,FUNCTIONAL_TEST,E028163006_082-000-1-000000000140,,,,1820126958067,1940326111069,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326030843,20260326035822,FXHC_NA_900-2G548-0081-000_1651326022020_F_FCT_20260326T030847Z.log
1651326022599,K4135-R1000000000460,FXHC-POD4-R21-T10R,FLASHROM,0,,,,,,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326024104,20260326030702,FXHC_NA_900-2G548-0081-000_1651326022599_F_FLA_20260326T024127Z.log
1651326022599,K4135-R1000000000460,FXHC-POD4-R21-T10R,FLASHROM,0,,,,,,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326030839,20260326033054,FXHC_NA_900-2G548-0081-000_1651326022599_F_FLA_20260326T030902Z.log
1651326022660,P3952-L1000000006919,FXHC-POD3-R15-T9L,FUNCTIONAL_TEST,E028001006_654,,,,,,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326003245,20260326030103,FXHC_NA_900-2G548-0081-000_1651326022660_F_FCT_20260326T003253Z.log
1651326022681,K4135-R1000000000147,FXHC-POD4-R40-T8R,FUNCTIONAL_TEST,E028163006_082-000-1-020000624139,,,,1820126958003,1940326110595,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326030557,20260326035825,FXHC_NA_900-2G548-0081-000_1651326022681_F_FCT_20260326T030620Z.log
1651326022734,P3952-R1000000000496,FXHC-POD2-R35-T7R,NVLINK,E098011006_009-001-1-000000000140,,,,1824425951560,1333925080675,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326022440,20260326030915,FXHC_NA_900-2G548-0081-000_1651326022734_F_NVL_20260326T022449Z.log
1651326022997,K4135-R1000000000471,FXHC-POD4-R16-T8R,FUNCTIONAL_TEST,E028163006_082-000-0-000000000006,,,,1820126956866,1940326110888,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326021609,20260326030113,FXHC_NA_900-2G548-0081-000_1651326022997_F_FCT_20260326T021613Z.log
1651326023070,P3952-L1000000006523,FXHC-POD3-R41-T9L,FUNCTIONAL_TEST,E028001006_585,,,,1823525956167,1662025110456,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326024137,20260326031326,FXHC_NA_900-2G548-0081-000_1651326023070_F_FCT_20260326T024142Z.log
1651326023146,P3952-R1000000000312,FXHC-POD3-R33-T5R,IOT,9843J5_559,,,,1823325951319,1334025090684,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326022826,20260326031234,FXHC_NA_900-2G548-0081-000_1651326023146_F_IOT_20260326T022835Z.log
1651326023250,P3952-L1000000005909,FXHC-POD2-R36-T8L,FUNCTIONAL_TEST,E028001006_654,,,,,,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326003737,20260326030252,FXHC_NA_900-2G548-0081-000_1651326023250_F_FCT_20260326T003746Z.log
1651326023350,K4135-R1000000000311,FXHC-POD4-R34-T7R,NVLINK,E098011006_009-001-1-000000000140,,,,1820126957945,1940326110978,900-2G548-0081-000,618-2G548-0301-CMF-51683,20260326030802,20260326035700,FXHC_NA_900-2G548-0081-000_1651326023350_F_NVL_20260326T030825Z.log
