SN,Tray_SN,POD_Rack_Slot,FOX_Routing,Error_Code,GPU,Nvlink,Lane,NVL0_SN,NVL1_SN,PN,Diag,StartTestTime,EndTestTime,log_file_name
1651226007663,P3952-L1000000006144,FXHC-POD2-R09-T2L,FUNCTIONAL_TEST,E028001006_683,,,,,,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326114355,20260326115123,FXHC_NA_900-2G548-0081-001_1651226007663_F_FCT_20260326T114403Z.log
1651226061337,P3952-L1000000006268,FXHC-POD2-R18-T7L,FLASHROM,0,,,,,,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326110330,20260326112611,FXHC_NA_900-2G548-0081-001_1651226061337_F_FLA_20260326T110338Z.log
1651226061713,P3952-L1000000005447,FXHC-POD3-R10-T3L,IOT,E033030006_051-000-0-000000000050,,,,1820126954889,1662025110535,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326100335,20260326110558,FXHC_NA_900-2G548-0081-001_1651226061713_F_IOT_20260326T100343Z.log
1651226062201,P3952-L1000000000835,FXHC-POD3-R36-T5L,FUNCTIONAL_TEST,1,,,,,,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326110106,20260326110656,FXHC_NA_900-2G548-0081-001_1651226062201_F_FCT_20260326T110111Z.log
1651226062621,P3952-R1000000006394,FXHC-POD3-R22-T1R,IOT,E033030006_082-000-1-000000000272,,,,1822225957420,1662025110237,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326103940,20260326111354,FXHC_NA_900-2G548-0081-001_1651226062621_F_IOT_20260326T103949Z.log
1651226062621,P3952-R1000000006394,FXHC-POD3-R22-T1R,IOT,E033030006_082-000-1-000000000272,,,,1822225957420,1662025110237,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326111517,20260326114455,FXHC_NA_900-2G548-0081-001_1651226062621_F_IOT_20260326T111526Z.log
1651226062760,P3952-R1000000005323,FXHC-POD2-R12-T1R,FUNCTIONAL_TEST,E028163006_082-000-1-000000000140,,,,1820126953927,1820126954322,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326104431,20260326113421,FXHC_NA_900-2G548-0081-001_1651226062760_F_FCT_20260326T104440Z.log
1651226062761,P3952-L1000000000304,FXHC-POD3-R27-T10L,FLASHROM,1,,,,,,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326111955,20260326112421,FXHC_NA_900-2G548-0081-001_1651226062761_F_FLA_20260326T112004Z.log
1651226062761,P3952-L1000000000304,FXHC-POD3-R27-T10L,FLASHROM,E020073037_615,,,,,,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326112540,20260326113104,FXHC_NA_900-2G548-0081-001_1651226062761_F_FLA_20260326T112549Z.log
1651226062794,P3952-R1000000005932,FXHC-POD3-R44-T1R,FPF,E083008006_585,,,,1822625958543,1662525110607,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326104822,20260326111229,FXHC_NA_900-2G548-0081-001_1651226062794_F_FPF_20260326T104827Z.log
1651226063342,P3952-L1000000006137,FXHC-POD3-R29-T9L,FLASHROM,E020073037_636,,,,,,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326111532,20260326112158,FXHC_NA_900-2G548-0081-001_1651226063342_F_FLA_20260326T111541Z.log
1651226063342,P3952-L1000000006137,FXHC-POD3-R29-T9L,FLASHROM,E020073037_636,,,,,,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326112319,20260326112943,FXHC_NA_900-2G548-0081-001_1651226063342_F_FLA_20260326T112328Z.log
1651226063560,P3952-L1000000006385,FXHC-POD2-R16-T2L,FLASHROM,0,,,,,,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326105936,20260326113650,FXHC_NA_900-2G548-0081-001_1651226063560_F_FLA_20260326T105945Z.log
1651326043222,P3952-L1000000006442,FXHC-POD4-R31-T6L,AST,E023001006_508,,,,,,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326114446,20260326115847,FXHC_NA_900-2G548-0081-001_1651326043222_F_AST_20260326T114451Z.log
1651326043359,K4135-L1000000000387,FXHC-POD4-R20-T11L,FUNCTIONAL_TEST,E028001006_585,,,,1820226959853,1940326110651,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326104655,20260326112723,FXHC_NA_900-2G548-0081-001_1651326043359_F_FCT_20260326T104718Z.log
1651326043505,P3952-R1000000006767,FXHC-POD2-R09-T3R,FUNCTIONAL_TEST,9843J5_559,,,,1823825957619,1662925110349,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326094328,20260326114830,FXHC_NA_900-2G548-0081-001_1651326043505_F_FCT_20260326T094337Z.log
1651326043587,P3952-L1000000005380,FXHC-POD2-R19-T10L,FUNCTIONAL_TEST,E028001037_761,,,,,,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326113414,20260326115417,FXHC_NA_900-2G548-0081-001_1651326043587_F_FCT_20260326T113422Z.log
1651326043658,P3952-L1000000000357,FXHC-POD4-R23-T3L,FUNCTIONAL_TEST,E028163006_082-000-1-000000000140,,,,1820126952276,1662425110315,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326103119,20260326112410,FXHC_NA_900-2G548-0081-001_1651326043658_F_FCT_20260326T103124Z.log
1651326043693,P3952-L1000000000955,FXHC-POD3-R29-T4L,FUNCTIONAL_TEST,E028001006_585,,,,1825125956481,1333925080164,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326111441,20260326115004,FXHC_NA_900-2G548-0081-001_1651326043693_F_FCT_20260326T111449Z.log
1651326044214,P3952-R1000000000917,FXHC-POD4-R31-T5R,FUNCTIONAL_TEST,E028163006_082-000-1-000000000140,,,,1820126952303,1334025090022,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326101217,20260326110227,FXHC_NA_900-2G548-0081-001_1651326044214_F_FCT_20260326T101223Z.log
1651326044417,P3952-L1000000007659,FXHC-POD3-R50-T4L,FUNCTIONAL_TEST,E028001006_765,,,,,,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326104003,20260326110250,FXHC_NA_900-2G548-0081-001_1651326044417_F_FCT_20260326T104008Z.log
1651326044417,P3952-L1000000007659,FXHC-POD3-R50-T4L,FUNCTIONAL_TEST,E028001006_765,,,,,,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326110357,20260326112622,FXHC_NA_900-2G548-0081-001_1651326044417_F_FCT_20260326T110401Z.log
1651326044611,P3952-R1000000006031,FXHC-POD3-R13-T1R,FUNCTIONAL_TEST,E028163006_082-000-1-000000000140,,,,1820126953801,1662125111418,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326102945,20260326112248,FXHC_NA_900-2G548-0081-001_1651326044611_F_FCT_20260326T102953Z.log
1651326044670,P3952-R1000000007758,FXHC-POD3-R34-T2R,FUNCTIONAL_TEST,E028001006_654,,,,,,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326084041,20260326110726,FXHC_NA_900-2G548-0081-001_1651326044670_F_FCT_20260326T084045Z.log
1651326044719,P3952-R1000000000540,FXHC-POD2-R18-T5R,FLASHROM,0,,,,,,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326105516,20260326111507,FXHC_NA_900-2G548-0081-001_1651326044719_F_FLA_20260326T105524Z.log
1651326044804,P3952-L1000000000324,FXHC-POD2-R39-T6L,FLASHROM,0,,,,,,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326103740,20260326111520,FXHC_NA_900-2G548-0081-001_1651326044804_F_FLA_20260326T103749Z.log
1651326044804,P3952-L1000000000324,FXHC-POD2-R39-T6L,FLASHROM,0,,,,,,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326111631,20260326115040,FXHC_NA_900-2G548-0081-001_1651326044804_F_FLA_20260326T111640Z.log
1651326044813,P3952-R1000000005025,FXHC-POD2-R39-T8R,FLASHROM,0,,,,,,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326103618,20260326111243,FXHC_NA_900-2G548-0081-001_1651326044813_F_FLA_20260326T103626Z.log
1651326044881,P3952-L1000000000782,FXHC-POD4-R32-T6L,IOT,E033030006_082-000-1-000000000272,,,,1820126953510,1820126951720,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326103745,20260326111639,FXHC_NA_900-2G548-0081-001_1651326044881_F_IOT_20260326T103750Z.log
1651326044881,P3952-L1000000000782,FXHC-POD4-R32-T6L,IOT,E033030006_082-000-1-000000000272,,,,1820126953510,1820126951720,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326111747,20260326115506,FXHC_NA_900-2G548-0081-001_1651326044881_F_IOT_20260326T111752Z.log
1651326044898,P3952-R1000000000859,FXHC-POD3-R48-T7R,FLASHROM,0,,,,,,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326104255,20260326114231,FXHC_NA_900-2G548-0081-001_1651326044898_F_FLA_20260326T104300Z.log
1651326044946,P3952-R1000000000022,FXHC-POD2-R16-T3R,NVLINK,E098001006_559,,,,1823525954830,1333725330369,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326104020,20260326115338,FXHC_NA_900-2G548-0081-001_1651326044946_F_NVL_20260326T104029Z.log
1651326045050,P3952-R1000000006811,FXHC-POD3-R29-T8R,FLASHROM,0,,,,,,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326111503,20260326114033,FXHC_NA_900-2G548-0081-001_1651326045050_F_FLA_20260326T111512Z.log
1651326045162,P3952-L1000000007702,FXHC-POD2-R12-T10L,FUNCTIONAL_TEST,E028001006_838,,,,1825125955876,1662925110238,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326105833,20260326113119,FXHC_NA_900-2G548-0081-001_1651326045162_F_FCT_20260326T105842Z.log
1651326045207,P3952-L1000000000857,FXHC-POD3-R48-T6L,FLASHROM,0,,,,,,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326103713,20260326111141,FXHC_NA_900-2G548-0081-001_1651326045207_F_FLA_20260326T103719Z.log
1651326045207,P3952-L1000000000857,FXHC-POD3-R48-T6L,FLASHROM,0,,,,,,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326111243,20260326114606,FXHC_NA_900-2G548-0081-001_1651326045207_F_FLA_20260326T111248Z.log
1651326045224,P3952-R1000000006416,FXHC-POD3-R43-T10R,NVLINK,E098011006_009-001-1-000000000140,,,,1823625958878,1662025110431,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326104606,20260326113841,FXHC_NA_900-2G548-0081-001_1651326045224_F_NVL_20260326T104611Z.log
1651326045276,P3952-R1000000000510,FXHC-POD3-R07-T1R,FUNCTIONAL_TEST,E028001006_654,,,,,,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326085042,20260326111728,FXHC_NA_900-2G548-0081-001_1651326045276_F_FCT_20260326T085051Z.log
1651326045298,P3952-L1000000000672,FXHC-POD3-R44-T2L,IOT,E033030006_017-000-0-000000000006,,,,1823525955435,1823525955592,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326111548,20260326114224,FXHC_NA_900-2G548-0081-001_1651326045298_F_IOT_20260326T111553Z.log
1651326045304,P3952-L1000000006112,FXHC-POD2-R06-T6L,FUNCTIONAL_TEST,E028163006_082-000-1-020000610139,,,,1824425951562,1662425110265,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326103742,20260326113110,FXHC_NA_900-2G548-0081-001_1651326045304_F_FCT_20260326T103750Z.log
1651326045314,K4135-L1000000000195,FXHC-POD4-R21-T10L,AST,E023002006_na,,,,,,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326110119,20260326110649,FXHC_NA_900-2G548-0081-001_1651326045314_F_AST_20260326T110141Z.log
1651326045314,K4135-L1000000000195,FXHC-POD4-R21-T10L,AST,E023002006_na,,,,,,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326110821,20260326111350,FXHC_NA_900-2G548-0081-001_1651326045314_F_AST_20260326T110844Z.log
1651326045329,P3952-L1000000005273,FXHC-POD3-R38-T1L,FLASHROM,0,,,,,,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326105021,20260326111603,FXHC_NA_900-2G548-0081-001_1651326045329_F_FLA_20260326T105026Z.log
1651326045329,P3952-L1000000005273,FXHC-POD3-R38-T1L,FLASHROM,0,,,,,,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326111707,20260326114256,FXHC_NA_900-2G548-0081-001_1651326045329_F_FLA_20260326T111711Z.log
1651326045364,P3952-L1000000005411,FXHC-POD3-R03-T9L,FUNCTIONAL_TEST,E028163006_082-000-1-000000000140,,,,1820126954001,1662025111216,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326102203,20260326111404,FXHC_NA_900-2G548-0081-001_1651326045364_F_FCT_20260326T102211Z.log
1651326045419,P3952-L1000000007673,FXHC-POD3-R05-T4L,FLASHROM,0,,,,,,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326073109,20260326110127,FXHC_NA_900-2G548-0081-001_1651326045419_F_FLA_20260326T073118Z.log
1651326045483,P3952-L1000000006532,FXHC-POD2-R08-T2L,FUNCTIONAL_TEST,E028163006_077-000-1-000000000077,,,,1824825952715,1662025110181,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326104024,20260326115153,FXHC_NA_900-2G548-0081-001_1651326045483_F_FCT_20260326T104033Z.log
1651326085112,P3952-R1000000005785,FXHC-POD3-R30-T7R,FUNCTIONAL_TEST,E028163006_082-000-1-000000000140,,,,1825125956524,1333925080119,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326102019,20260326111324,FXHC_NA_900-2G548-0081-001_1651326085112_F_FCT_20260326T102027Z.log
1651326085119,P3952-L1000000005969,FXHC-POD3-R08-T3L,FUNCTIONAL_TEST,E028163006_082-000-1-000000000140,,,,1820126956140,1662125110409,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326102110,20260326111459,FXHC_NA_900-2G548-0081-001_1651326085119_F_FCT_20260326T102118Z.log
1651326085182,P3952-L1000000007231,FXHC-POD3-R44-T9L,FLASHROM,0,,,,,,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326075355,20260326111613,FXHC_NA_900-2G548-0081-001_1651326085182_F_FLA_20260326T075400Z.log
1651326085205,P3952-L1000000000846,FXHC-POD2-R01-T2L,FUNCTIONAL_TEST,E028163006_082-000-1-000000000140,,,,1823625958389,1823625959707,900-2G548-0081-001,618-2G548-0311-CMF-51684,20260326103824,20260326112917,FXHC_NA_900-2G548-0081-001_1651326085205_F_FCT_20260326T103833Z.log
1653325115459,P3952-R1000000007659,FXHC-POD3-R50-T4R,FLASHROM,0,,,,,,900-2G548-0081-0R0,618-2G548-0301-CMF-51683,20260326103947,20260326110250,FXHC_NA_900-2G548-0081-0R0_1653325115459_F_FLA_20260326T103952Z.log
1653325115459,P3952-R1000000007659,FXHC-POD3-R50-T4R,FLASHROM,0,,,,,,900-2G548-0081-0R0,618-2G548-0301-CMF-51683,20260326110351,20260326112656,FXHC_NA_900-2G548-0081-0R0_1653325115459_F_FLA_20260326T110356Z.log
1651026020014,P3952-L1000000006230,FXHC-POD2-R14-T2L,IOT,E033030006_051-000-0-000000000050,,,,1823825957583,1662125110585,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326104819,20260326115417,FXHC_NA_900-2G548-A881-000_1651026020014_F_IOT_20260326T104828Z.log
1651026021717,P3952-R1000000000305,FXHC-POD2-R04-T3R,FLASHROM,0,,,,,,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326105046,20260326111355,FXHC_NA_900-2G548-A881-000_1651026021717_F_FLA_20260326T105054Z.log
1651126089856,P3952-L1000000005051,FXHC-POD3-R02-T1L,FLASHROM,0,,,,,,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326104848,20260326112128,FXHC_NA_900-2G548-A881-000_1651126089856_F_FLA_20260326T104857Z.log
1651126090301,P3952-R1000000000857,FXHC-POD3-R48-T6R,FLASHROM,0,,,,,,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326105607,20260326111325,FXHC_NA_900-2G548-A881-000_1651126090301_F_FLA_20260326T105612Z.log
1651126093102,P3952-R1000000006005,FXHC-POD3-R32-T8R,FUNCTIONAL_TEST,E028163006_082-000-1-000000000140,,,,1824225951210,1662125110241,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326103236,20260326112219,FXHC_NA_900-2G548-A881-000_1651126093102_F_FCT_20260326T103241Z.log
1651226010300,P3952-R1000000006094,FXHC-POD2-R37-T2R,FUNCTIONAL_TEST,E028163006_082-000-1-020000610139,,,,1824825952539,1662125110513,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326101220,20260326110003,FXHC_NA_900-2G548-A881-000_1651226010300_F_FCT_20260326T101229Z.log
1651226010444,P3952-L1000000000372,FXHC-POD3-R33-T7L,FLASHROM,0,,,,,,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326104102,20260326114825,FXHC_NA_900-2G548-A881-000_1651226010444_F_FLA_20260326T104111Z.log
1651226010477,P3952-R1000000006511,FXHC-POD3-R12-T3R,IOT,E033030006_051-000-0-000000000050,,,,1824825952471,1662025111160,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326102929,20260326113110,FXHC_NA_900-2G548-A881-000_1651226010477_F_IOT_20260326T102937Z.log
1651226010624,P3952-L1000000007758,FXHC-POD3-R34-T2L,FUNCTIONAL_TEST,E028001006_654,,,,,,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326085459,20260326112034,FXHC_NA_900-2G548-A881-000_1651226010624_F_FCT_20260326T085503Z.log
1651226010780,P3952-L1000000007148,FXHC-POD3-R33-T4L,IOT,E033030006_051-000-0-000000000050,,,,1823225956891,1943625110597,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326104136,20260326114243,FXHC_NA_900-2G548-A881-000_1651226010780_F_IOT_20260326T104144Z.log
1651226010858,P3952-L1000000006591,FXHC-POD4-R26-T2L,NVLINK,E098011006_009-001-1-000000000140,,,,1820126952250,1662325110105,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326103209,20260326111650,FXHC_NA_900-2G548-A881-000_1651226010858_F_NVL_20260326T103214Z.log
1651226011043,P3952-L1000000006155,FXHC-POD4-R23-T6L,NVLINK,E098001006_585,,,,1820126953106,1333925080927,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326094928,20260326113743,FXHC_NA_900-2G548-A881-000_1651226011043_F_NVL_20260326T094933Z.log
1651226011048,P3952-L1000000005750,FXHC-POD3-R11-T8L,NVLINK,E098011006_009-001-1-000000000140,,,,1820126953474,1662025110532,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326103754,20260326112751,FXHC_NA_900-2G548-A881-000_1651226011048_F_NVL_20260326T103803Z.log
1651226011100,P3952-L1000000007312,FXHC-POD2-R33-T8L,IOT,E033027014_654,,,,,,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326105646,20260326110912,FXHC_NA_900-2G548-A881-000_1651226011100_F_IOT_20260326T105655Z.log
1651226011100,P3952-L1000000007312,FXHC-POD2-R33-T8L,IOT,E033027014_654,,,,,,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326111024,20260326112301,FXHC_NA_900-2G548-A881-000_1651226011100_F_IOT_20260326T111032Z.log
1651226011292,P3952-R1000000006132,FXHC-POD3-R45-T9R,FLASHROM,0,,,,,,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326101754,20260326111946,FXHC_NA_900-2G548-A881-000_1651226011292_F_FLA_20260326T101759Z.log
1651226011292,P3952-R1000000006132,FXHC-POD3-R45-T9R,FLASHROM,0,,,,,,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326112043,20260326114449,FXHC_NA_900-2G548-A881-000_1651226011292_F_FLA_20260326T112049Z.log
1651226023870,P3952-R1000000007040,FXHC-POD3-R32-T10R,IOT,E033030006_082-000-1-020000249538,,,,1823525956011,1662925110776,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326103150,20260326110041,FXHC_NA_900-2G548-A881-000_1651226023870_F_IOT_20260326T103155Z.log
1651226023870,P3952-R1000000007040,FXHC-POD3-R32-T10R,IOT,E033030006_082-000-1-000000000665,,,,1823525956011,1662925110776,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326110153,20260326113335,FXHC_NA_900-2G548-A881-000_1651226023870_F_IOT_20260326T110158Z.log
1651226024971,P3952-R1000000000145,FXHC-POD3-R33-T3R,FUNCTIONAL_TEST,E028163006_082-000-1-000000000167,,,,1823225956938,1662325111866,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326103623,20260326111436,FXHC_NA_900-2G548-A881-000_1651226024971_F_FCT_20260326T103631Z.log
1651226025165,P3952-L1000000005609,FXHC-POD3-R40-T7L,FUNCTIONAL_TEST,9843J5_559,,,,1823525955379,1662125110464,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326072422,20260326105405,FXHC_NA_900-2G548-A881-000_1651226025165_F_FCT_20260326T072427Z.log
1651226026704,P3952-R1000000005340,FXHC-POD2-R11-T8R,FLASHROM,0,,,,,,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326112729,20260326114552,FXHC_NA_900-2G548-A881-000_1651226026704_F_FLA_20260326T112738Z.log
1651226026760,P3952-L1000000006986,FXHC-POD2-R35-T9L,FLASHROM,0,,,,,,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326103652,20260326110009,FXHC_NA_900-2G548-A881-000_1651226026760_F_FLA_20260326T103701Z.log
1651226026760,P3952-L1000000006986,FXHC-POD2-R35-T9L,FLASHROM,0,,,,,,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326110123,20260326112446,FXHC_NA_900-2G548-A881-000_1651226026760_F_FLA_20260326T110131Z.log
1651226028157,P3952-R1000000006268,FXHC-POD2-R18-T7R,AST,0,,,,,,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326110219,20260326112613,FXHC_NA_900-2G548-A881-000_1651226028157_F_AST_20260326T110228Z.log
1651226028214,P3952-R1000000000990,FXHC-POD3-R41-T6R,FUNCTIONAL_TEST,E028163006_082-000-1-000000000049,,,,1823525957780,1333925080317,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326102556,20260326110118,FXHC_NA_900-2G548-A881-000_1651226028214_F_FCT_20260326T102600Z.log
1651226028214,P3952-R1000000000990,FXHC-POD3-R41-T6R,FUNCTIONAL_TEST,E028163006_082-000-1-000000000818,,,,1823525957780,1333925080317,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326110228,20260326115424,FXHC_NA_900-2G548-A881-000_1651226028214_F_FCT_20260326T110233Z.log
1651326000662,K4135-L1000000000211,FXHC-POD4-R15-T1L,NVLINK,E098011006_009-001-1-000000000140,,,,1820126950274,1940326110584,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326104916,20260326114557,FXHC_NA_900-2G548-A881-000_1651326000662_F_NVL_20260326T104938Z.log
1651326000699,P3952-L1000000006485,FXHC-POD3-R47-T4L,NVLINK,E098011006_583,,,,,,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326085229,20260326112534,FXHC_NA_900-2G548-A881-000_1651326000699_F_NVL_20260326T085234Z.log
1651326062159,P3952-L1000000005150,FXHC-POD3-R42-T8L,FUNCTIONAL_TEST,E028163006_082-000-1-000000000818,,,,1823525956102,1662525110125,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326103438,20260326112427,FXHC_NA_900-2G548-A881-000_1651326062159_F_FCT_20260326T103443Z.log
1651326062267,P3952-L1000000006362,FXHC-POD3-R43-T3L,FUNCTIONAL_TEST,E028163006_082-000-1-020000630139,,,,1824325953634,1333725330304,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326102413,20260326110657,FXHC_NA_900-2G548-A881-000_1651326062267_F_FCT_20260326T102419Z.log
1651326062389,P3952-R1000000005280,FXHC-POD3-R14-T1R,FUNCTIONAL_TEST,E028001006_654,,,,,,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326083355,20260326110035,FXHC_NA_900-2G548-A881-000_1651326062389_F_FCT_20260326T083404Z.log
1651326062979,P3952-R1000000006045,FXHC-POD3-R36-T7R,NVLINK,E098001006_654,,,,,,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326091813,20260326114640,FXHC_NA_900-2G548-A881-000_1651326062979_F_NVL_20260326T091818Z.log
1651326063698,P3952-L1000000005951,FXHC-POD3-R44-T7L,NVLINK,E098001006_654,,,,,,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326090245,20260326112709,FXHC_NA_900-2G548-A881-000_1651326063698_F_NVL_20260326T090250Z.log
1651326063735,P3952-R1000000005391,FXHC-POD3-R26-T2R,FUNCTIONAL_TEST,E028163006_082-000-1-000000000167,,,,1823825956033,1333725330312,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326104006,20260326111520,FXHC_NA_900-2G548-A881-000_1651326063735_F_FCT_20260326T104015Z.log
1651326063735,P3952-R1000000005391,FXHC-POD3-R26-T2R,FUNCTIONAL_TEST,E028163006_082-000-1-000000000167,,,,1823825956033,1333725330312,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326111645,20260326114629,FXHC_NA_900-2G548-A881-000_1651326063735_F_FCT_20260326T111654Z.log
1651326063982,P3952-R1000000007028,FXHC-POD2-R38-T8R,FUNCTIONAL_TEST,E028163006_082-000-1-000000000140,,,,1824825952756,1943325110243,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326103621,20260326112558,FXHC_NA_900-2G548-A881-000_1651326063982_F_FCT_20260326T103629Z.log
1651326064271,P3952-R1000000000854,FXHC-POD3-R03-T8R,FUNCTIONAL_TEST,E028001037_899,,,,,,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326091656,20260326114123,FXHC_NA_900-2G548-A881-000_1651326064271_F_FCT_20260326T091704Z.log
1651326064845,K4135-R1000000000134,FXHC-POD4-R13-T14R,IOT,E033027006_585,,,,1820126956839,1940326110240,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326112029,20260326115557,FXHC_NA_900-2G548-A881-000_1651326064845_F_IOT_20260326T112051Z.log
1651326065091,P3952-R1000000006076,FXHC-POD3-R32-T7R,FUNCTIONAL_TEST,E028163006_082-000-1-000000000140,,,,1823425952191,1662125110811,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326100747,20260326105957,FXHC_NA_900-2G548-A881-000_1651326065091_F_FCT_20260326T100752Z.log
1651326065139,P3952-L1000000006335,FXHC-POD3-R04-T3L,FUNCTIONAL_TEST,E028163006_082-000-1-020000630139,,,,1820126954629,1662025110833,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326103754,20260326113202,FXHC_NA_900-2G548-A881-000_1651326065139_F_FCT_20260326T103802Z.log
1651326065195,P3952-R1000000000597,FXHC-POD3-R45-T6R,FPF,E083008006_082-000-1-000000000077,,,,1823525955464,1823525955445,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326111619,20260326113837,FXHC_NA_900-2G548-A881-000_1651326065195_F_FPF_20260326T111625Z.log
1651326065383,P3952-L1000000007683,FXHC-POD2-R16-T7L,FUNCTIONAL_TEST,E028001006_838,,,,1823825956693,1662825110403,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326102802,20260326110038,FXHC_NA_900-2G548-A881-000_1651326065383_F_FCT_20260326T102811Z.log
1651326066009,P3952-R1000000000855,FXHC-POD3-R21-T8R,FLASHROM,0,,,,,,900-2G548-A881-000,618-2G548-0301-CMF-51683,20260326103846,20260326110524,FXHC_NA_900-2G548-A881-000_1651326066009_F_FLA_20260326T103855Z.log
